0.5759,0.2616,0.1138,0.0719,0.0576,0.0544,0.0519,0.0512,0.0567,0.0506,0.0517,0.0515
0.051,0.052000000000000005,0.0538,0.0538,0.054000000000000006,0.0544,0.054000000000000006,0.0562,0.053,0.05,0.0512,0.0505
0.0532,0.0518,0.0576,0.0582,0.055,0.055,0.0542,0.0545,0.0553,0.053,0.0533,0.0524
0.126,0.0769,0.0609,0.0575,0.0633,0.061,0.0603,0.0604,0.0574,0.0558,0.055999999999999994,0.0541
0.1129,0.0771,0.0651,0.0597,0.0504,0.06,0.0586,0.0499,0.0542,0.052000000000000005,0.0522,0.0532
0.0572,0.0569,0.0532,0.0509,0.0495,0.0525,0.0542,0.0546,0.0543,0.0522,0.0497,0.0496
0.0589,0.0547,0.0489,0.0499,0.0493,0.0471,0.054000000000000006,0.0534,0.0518,0.0504,0.0498,0.0493
0.0595,0.0563,0.0574,0.0493,0.0458,0.0475,0.0534,0.0471,0.0539,0.0537,0.0546,0.0506
0.0615,0.0585,0.0496,0.0483,0.0475,0.0479,0.0473,0.0522,0.0524,0.0504,0.0497,0.0487
1.0647,0.6732,0.3602,0.1595,0.0948,0.0611,0.0526,0.0471,0.0533,0.0494,0.0499,0.0497
1.0543,0.5765,0.3054,0.1739,0.0925,0.0653,0.0561,0.0513,0.0512,0.0564,0.0534,0.0517
0.061,0.057999999999999996,0.0657,0.0611,0.0584,0.0553,0.055999999999999994,0.0547,0.0539,0.0516,0.0507,0.0506
0.0602,0.0542,0.0551,0.0538,0.0509,0.0527,0.0531,0.0534,0.0508,0.05,0.0496,0.0493
0.6267,0.2754,0.1224,0.0746,0.0586,0.0539,0.0503,0.05,0.0502,0.0481,0.0479,0.0477
0.6257,0.217,0.094,0.0666,0.0557,0.0503,0.0494,0.0489,0.049,0.0475,0.0478,0.0478
0.0545,0.053,0.0517,0.0509,0.0453,0.0495,0.0497,0.05,0.0485,0.048,0.0518,0.0477
0.0573,0.0535,0.0537,0.0516,0.0508,0.0504,0.0494,0.0485,0.0481,0.0463,0.0466,0.0458
1.0212,0.6651,0.3577,0.1782,0.1101,0.0715,0.0584,0.0474,0.0517,0.0513,0.0489,0.0478
1.0189,0.6733,0.3872,0.233,0.1301,0.0805,0.0626,0.0546,0.0526,0.0515,0.0501,0.0485
0.0612,0.0584,0.0645,0.0608,0.0595,0.0558,0.0572,0.0556,0.0548,0.0523,0.0521,0.0537
0.0584,0.0537,0.0545,0.0531,0.0542,0.0522,0.0529,0.0528,0.0494,0.0485,0.049,0.0485
0.0829,0.0575,0.0545,0.0508,0.0529,0.0495,0.0487,0.0481,0.0487,0.0472,0.0472,0.0465
0.0765,0.0558,0.0549,0.0514,0.0528,0.0485,0.0484,0.0492,0.0491,0.0478,0.0487,0.049
0.5536,0.2543,0.1234,0.069,0.049,0.0502,0.0492,0.0491,0.0476,0.0477,0.0522,0.048
0.5796,0.2523,0.1166,0.0732,0.0578,0.052000000000000005,0.0493,0.0502,0.0513,0.0483,0.0483,0.0483
0.4058,0.1651,0.0924,0.0632,0.0556,0.0538,0.0528,0.0465,0.051,0.0488,0.0487,0.0489
0.3352,0.1396,0.0756,0.0607,0.0543,0.0529,0.0514,0.0532,0.0519,0.0511,0.0516,0.0499
0.3009,0.131,0.0812,0.0655,0.0624,0.055999999999999994,0.0562,0.0556,0.0551,0.0533,0.0532,0.0531
0.254,0.1221,0.0734,0.0573,0.0541,0.0524,0.0529,0.0535,0.0498,0.0494,0.0491,0.0489
0.0503,0.0502,0.0514,0.0502,0.0526,0.0496,0.0493,0.0494,0.0495,0.0486,0.0488,0.0479
0.0527,0.0532,0.0546,0.0523,0.053,0.0491,0.0498,0.0499,0.0495,0.0486,0.0484,0.0484
0.9903,0.6663,0.3817,0.1699,0.0749,0.0641,0.0535,0.0518,0.0506,0.0488,0.0518,0.0479
0.9911,0.6497,0.3199,0.17,0.0984,0.0677,0.0567,0.054000000000000006,0.0515,0.0484,0.0488,0.0473
0.8667,0.5184,0.2522,0.1215,0.0818,0.063,0.055999999999999994,0.0455,0.05,0.0496,0.0487,0.0482
0.8532,0.4722,0.2146,0.1235,0.0803,0.0645,0.0592,0.0557,0.0553,0.0549,0.0526,0.0507
0.1044,0.0716,0.066,0.063,0.0575,0.0553,0.0569,0.0551,0.053,0.0525,0.051,0.0514
0.0944,0.0748,0.0585,0.0662,0.0604,0.0554,0.0541,0.0558,0.0508,0.0501,0.0499,0.0502
0.0872,0.0614,0.0557,0.0524,0.053,0.052000000000000005,0.0486,0.0495,0.0498,0.0481,0.048,0.0483
0.0907,0.0654,0.0612,0.0614,0.0528,0.051,0.0485,0.0504,0.049,0.0479,0.0489,0.0493
0.2341,0.1026,0.0674,0.0582,0.049,0.0547,0.0501,0.0525,0.0515,0.0482,0.0522,0.0471
0.1837,0.0935,0.0663,0.0566,0.0551,0.0525,0.0509,0.0494,0.0503,0.0478,0.0471,0.0481
0.1407,0.0816,0.0603,0.057,0.0546,0.0549,0.0532,0.0523,0.0524,0.0498,0.0486,0.0483
0.1532,0.0843,0.0642,0.0587,0.0592,0.0528,0.0523,0.0558,0.0505,0.0496,0.0509,0.0475
0.2241,0.1079,0.0728,0.0687,0.0606,0.0582,0.0581,0.0563,0.0545,0.052000000000000005,0.0526,0.0512
0.1789,0.0974,0.0669,0.0585,0.0507,0.0544,0.0542,0.0529,0.0498,0.0491,0.0494,0.0498
1.0659,0.9582,0.6683,0.4646,0.2328,0.1291,0.0841,0.0624,0.0543,0.0497,0.0489,0.048
1.1742,0.8285,0.5954,0.3644,0.1803,0.0974,0.0692,0.0573,0.0524,0.05,0.0495,0.0482
0.9504,0.6616,0.3998,0.1902,0.0956,0.0737,0.0598,0.0559,0.0518,0.0489,0.051,0.0465
0.9917,0.6366,0.3351,0.1815,0.0995,0.0665,0.0554,0.0535,0.0531,0.0484,0.0479,0.0469
1.0602,0.7563,0.4602,0.2435,0.1311,0.0803,0.0636,0.0476,0.0513,0.0482,0.0479,0.047
1.137,0.7838,0.4608,0.2708,0.1417,0.0845,0.0685,0.0586,0.0555,0.0529,0.0526,0.0497
0.6890000000000001,0.3698,0.1408,0.0847,0.0769,0.0652,0.0613,0.0592,0.0569,0.0574,0.0567,0.0561
0.5823,0.3045,0.1479,0.0843,0.0549,0.0581,0.0573,0.0519,0.0521,0.0523,0.0514,0.0515
0.4794,0.1944,0.099,0.0706,0.0587,0.0548,0.0534,0.0529,0.0527,0.0512,0.0513,0.0505
0.4288,0.1623,0.0787,0.065,0.0538,0.0526,0.0533,0.0528,0.0521,0.0511,0.0509,0.0582
0.7014,0.3176,0.1639,0.0802,0.053,0.0524,0.0544,0.0507,0.0524,0.0522,0.0572,0.0519
0.7736,0.3543,0.1615,0.0857,0.0586,0.055,0.0534,0.0552,0.0552,0.0515,0.052000000000000005,0.0522
0.1473,0.0811,0.0603,0.0534,0.0537,0.0486,0.0509,0.0481,0.0564,0.053,0.053,0.0553
0.1623,0.0729,0.0553,0.0507,0.0487,0.0501,0.0522,0.049,0.052000000000000005,0.0559,0.0553,0.0537
0.9006,0.5801,0.2714,0.1311,0.0928,0.0706,0.0636,0.0602,0.0585,0.057999999999999996,0.0574,0.0565
0.8701,0.5085,0.2489,0.1205,0.0649,0.0622,0.0591,0.0524,0.0555,0.0551,0.0557,0.057
0.9282,0.6893,0.389,0.2086,0.1078,0.0736,0.0618,0.0575,0.0578,0.0555,0.055999999999999994,0.0573
0.9291,0.5963,0.2949,0.1864,0.1005,0.0661,0.0636,0.0599,0.0583,0.0561,0.0562,0.0567
0.0572,0.0523,0.0547,0.0502,0.0469,0.0484,0.0524,0.0496,0.0541,0.0543,0.0564,0.055999999999999994
0.0582,0.054000000000000006,0.0544,0.0496,0.0486,0.0505,0.0499,0.0549,0.0564,0.0538,0.0546,0.0549
0.8511,0.5303,0.3022,0.1547,0.0883,0.0614,0.0537,0.049,0.0566,0.0533,0.0559,0.0575
0.9437,0.5899,0.3099,0.1746,0.0995,0.0689,0.0642,0.0527,0.0553,0.0596,0.0609,0.0586
0.4874,0.2517,0.111,0.0746,0.0673,0.0621,0.0601,0.061,0.0576,0.0559,0.057,0.0564
0.4411,0.2136,0.1061,0.0683,0.054000000000000006,0.0581,0.057,0.0517,0.0537,0.0542,0.0543,0.0537
0.6987,0.3877,0.1904,0.1026,0.0724,0.061,0.0601,0.055999999999999994,0.0561,0.0534,0.0536,0.0521
0.6797,0.3496,0.1386,0.0948,0.066,0.0575,0.0571,0.0563,0.0565,0.054000000000000006,0.0536,0.0532
0.0535,0.053,0.0549,0.0542,0.0473,0.0501,0.054000000000000006,0.0511,0.0533,0.0529,0.0518,0.0513
0.0522,0.0539,0.0548,0.055,0.0514,0.0527,0.0526,0.055,0.0555,0.0518,0.052000000000000005,0.051
0.052000000000000005,0.0532,0.0557,0.0496,0.0529,0.048,0.0494,0.0468,0.0546,0.0508,0.0516,0.0519
0.0568,0.057999999999999996,0.0516,0.0582,0.051,0.0548,0.0571,0.0495,0.0573,0.0566,0.0579,0.0527
0.062,0.0609,0.0676,0.0623,0.0608,0.06,0.0582,0.0604,0.06,0.0611,0.0576,0.0571
0.0628,0.0593,0.0589,0.0574,0.0526,0.0568,0.0586,0.0513,0.0548,0.0553,0.0544,0.0561
1.0967,0.8485,0.5182,0.3165,0.1656,0.1008,0.0715,0.0683,0.057999999999999996,0.0552,0.055,0.0549
1.0849,0.7581,0.37200000000000005,0.2808,0.1461,0.0881,0.0706,0.0648,0.0594,0.0563,0.0545,0.0542
0.7006,0.3457,0.1577,0.08,0.0526,0.0513,0.0565,0.0499,0.0559,0.0552,0.054000000000000006,0.0553
0.7425,0.3977,0.174,0.0871,0.0587,0.0565,0.0551,0.0578,0.0573,0.0549,0.0548,0.0547
0.0568,0.0585,0.0565,0.052000000000000005,0.0524,0.0528,0.0497,0.0494,0.0553,0.054000000000000006,0.0543,0.0729
0.0572,0.0617,0.054000000000000006,0.0606,0.0537,0.0575,0.0558,0.0526,0.0556,0.0607,0.064,0.0611
